training_iteration,number_of_agents_mean,number_of_airports_mean,malfunction_rate_mean,number_of_initial_cargo_mean,dynamic_cargo_generated_mean
1193,5.01,6.0,0.09383100000000003,7.0,6.23
1194,5.01,6.0,0.09383100000000003,7.0,6.23
1195,5.01,6.0,0.09422600000000003,7.0,6.25
1196,5.01,6.0,0.09438400000000004,7.0,6.26
1197,5.01,6.0,0.09454200000000004,7.0,6.27
1198,5.01,6.0,0.09493700000000004,7.0,6.29
1199,5.01,6.0,0.09509500000000003,7.0,6.3
1200,5.02,6.0,0.09549000000000003,7.0,6.32
1201,5.04,6.0,0.09596400000000001,7.0,6.34
1202,5.05,6.0,0.09620100000000001,7.0,6.35
1203,5.06,6.0,0.09643800000000001,7.0,6.36
1204,5.06,6.0,0.09643800000000001,7.0,6.36
1205,5.07,6.0,0.09667500000000001,7.0,6.37
1206,5.08,6.0,0.096912,7.0,6.38
1207,5.11,6.0,0.09762300000000002,7.0,6.41
1208,5.11,6.0,0.09762300000000002,7.0,6.41
1209,5.15,6.0,0.09857100000000002,7.0,6.45
1210,5.16,6.0,0.09880800000000002,7.0,6.46
1211,5.18,6.0,0.09928200000000002,7.0,6.48
1212,5.19,6.0,0.09951900000000002,7.0,6.49
1213,5.21,6.0,0.09991400000000002,7.0,6.51
1214,5.22,6.0,0.100151,7.0,6.52
1215,5.22,6.0,0.100151,7.0,6.52
1216,5.24,6.0,0.10062500000000002,7.0,6.51
1217,5.24,6.0,0.10062500000000002,7.0,6.51
1218,5.26,6.0,0.10109900000000001,7.0,6.53
1219,5.29,6.0,0.10173100000000002,7.0,6.56
1220,5.31,6.0,0.10220500000000002,7.02,6.56
1221,5.31,6.0,0.10220500000000002,7.02,6.56
1222,5.31,6.0,0.10220500000000002,7.02,6.56
1223,5.34,6.0,0.102758,7.03,6.58
1224,5.37,6.0,0.10346900000000002,7.05,6.6
1225,5.39,6.0,0.10394300000000001,7.07,6.6
1226,5.41,6.0,0.10441700000000001,7.09,6.6
1227,5.41,6.0,0.10441700000000001,7.09,6.6
1228,5.42,6.0,0.10465399999999998,7.1,6.6
1229,5.43,6.0,0.10489100000000001,7.11,6.6
1230,5.45,6.0,0.105365,7.13,6.6
1231,5.45,6.0,0.105365,7.13,6.6
1232,5.5,6.0,0.10655,7.18,6.6
1233,5.52,6.0,0.10702400000000001,7.2,6.6
1234,5.56,6.0,0.107972,7.24,6.61
1235,5.57,6.0,0.108209,7.25,6.61
1236,5.6,6.0,0.10891999999999999,7.28,6.61
1237,5.61,6.0,0.10915699999999999,7.29,6.61
1238,5.62,6.0,0.10939399999999999,7.3,6.61
1239,5.63,6.0,0.10963099999999999,7.31,6.61
1240,5.65,6.0,0.11010500000000001,7.33,6.61
1241,5.67,6.0,0.11065800000000003,7.35,6.6
1242,5.69,6.0,0.11113200000000005,7.37,6.58
1243,5.72,6.0,0.11192200000000004,7.4,6.56
1244,5.73,6.0,0.11215900000000005,7.41,6.55
1245,5.74,6.0,0.11239600000000005,7.42,6.54
1246,5.74,6.0,0.11239600000000005,7.42,6.54
1247,5.75,6.0,0.11263300000000004,7.43,6.53
1248,5.78,6.0,0.11342300000000005,7.46,6.51
1249,5.82,6.0,0.11429200000000003,7.5,6.47
1250,5.83,6.0,0.11452900000000005,7.51,6.46
1251,5.85,6.0,0.11500300000000006,7.53,6.44
1252,5.89,6.0,0.11595100000000005,7.57,6.4
1253,5.9,6.0,0.11618800000000006,7.58,6.39
1254,5.9,6.0,0.11634600000000005,7.59,6.36
1255,5.9,6.0,0.11634600000000005,7.59,6.36
1256,5.91,6.0,0.11658300000000006,7.6,6.35
1257,5.92,6.0,0.11682000000000006,7.61,6.34
1258,5.97,6.0,0.11800500000000007,7.66,6.29
1259,5.99,6.0,0.11863700000000005,7.69,6.26
1260,5.99,6.0,0.11863700000000005,7.69,6.26
1261,6.0,6.0,0.11958500000000004,7.74,6.22
1262,6.0,6.0,0.11958500000000004,7.74,6.22
1263,6.0,6.0,0.11974300000000003,7.75,6.21
1264,6.0,6.0,0.11974300000000003,7.75,6.21
1265,6.0,6.0,0.11998000000000004,7.76,6.21
1266,6.0,6.0,0.12092800000000004,7.8,6.21
1267,6.0,6.0,0.12187600000000004,7.84,6.21
1268,6.0,6.0,0.12187600000000004,7.84,6.21
1269,6.0,6.0,0.12187600000000004,7.84,6.21
1270,6.0,6.0,0.12235000000000003,7.86,6.21
1271,6.0,6.0,0.12274500000000003,7.88,6.2
1272,6.0,6.0,0.12321900000000002,7.9,6.2
1273,6.0,6.0,0.12345600000000001,7.91,6.2
1274,6.0,6.0,0.12345600000000001,7.91,6.2
1275,6.0,6.0,0.12369300000000003,7.92,6.23
1276,6.0,6.0,0.12464100000000002,7.96,6.23
1277,6.0,6.0,0.124878,7.97,6.23
1278,6.0,6.0,0.124878,7.97,6.23
1279,6.0,6.0,0.125036,7.97,6.24
1280,6.0,6.0,0.125589,7.98,6.26
1281,6.0,6.0,0.125589,7.98,6.26
1282,6.0,6.0,0.126142,7.99,6.28
1283,6.0,6.0,0.12637900000000002,8.0,6.28
1284,6.0,6.0,0.126537,8.0,6.29
1285,6.0,6.0,0.12740600000000002,8.0,6.34
1286,6.0,6.0,0.12740600000000002,8.0,6.34
1287,6.0,6.0,0.12740600000000002,8.0,6.34
1288,6.0,6.0,0.127643,8.0,6.35
1289,6.0,6.0,0.127643,8.0,6.35
1290,6.0,6.0,0.128512,8.0,6.39
1291,6.0,6.0,0.128907,8.0,6.41
1292,6.0,6.0,0.129144,8.0,6.42
1293,6.0,6.0,0.129144,8.0,6.42
1294,6.0,6.0,0.129381,8.0,6.43
1295,6.0,6.0,0.130329,8.0,6.47
1296,6.0,6.0,0.130329,8.0,6.47
1297,6.0,6.0,0.13104,8.0,6.5
1298,6.0,6.0,0.13104,8.0,6.5
1299,6.0,6.0,0.131988,8.0,6.54
1300,6.0,6.0,0.13262,8.0,6.54
1301,6.0,6.0,0.13262,8.0,6.54
1302,6.0,6.0,0.13277799999999998,8.0,6.55
1303,6.0,6.0,0.13277799999999998,8.0,6.55
1304,6.0,6.0,0.133094,8.0,6.57
1305,6.0,6.0,0.13325199999999998,8.0,6.58
1306,6.0,6.0,0.13372599999999998,8.0,6.61
1307,6.0,6.0,0.13419999999999999,8.0,6.64
1308,6.0,6.0,0.13419999999999999,8.0,6.64
1309,6.0,6.0,0.13467400000000002,8.0,6.67
1310,6.0,6.0,0.134832,8.0,6.68
1311,6.0,6.0,0.135306,8.0,6.7
1312,6.0,6.0,0.13562200000000002,8.0,6.72
1313,6.0,6.0,0.13562200000000002,8.0,6.72
1314,6.0,6.0,0.13562200000000002,8.0,6.72
1315,6.0,6.0,0.13664900000000002,8.0,6.77
1316,6.0,6.0,0.13688600000000004,8.0,6.78
1317,6.0,6.0,0.13736000000000004,8.0,6.82
1318,6.0,6.0,0.13759700000000005,8.0,6.83
1319,6.0,6.0,0.13830800000000004,8.0,6.86
1320,6.0,6.0,0.13830800000000004,8.0,6.86
1321,6.0,6.0,0.13854500000000003,8.0,6.87
1322,6.0,6.0,0.13901900000000003,8.0,6.89
1323,6.0,6.0,0.13925600000000002,8.0,6.9
1324,6.0,6.0,0.13949300000000003,8.0,6.91
1325,6.0,6.0,0.13973000000000002,8.0,6.92
1326,6.0,6.0,0.13996700000000004,8.0,6.93
1327,6.0,6.0,0.14036200000000001,8.0,6.91
1328,6.0,6.0,0.14083600000000002,8.0,6.93
1329,6.0,6.0,0.14083600000000002,8.0,6.93
1330,6.0,6.0,0.14099400000000004,8.0,6.93
1331,6.0,6.0,0.141468,8.0,6.92
1332,6.0,6.0,0.1421,8.0,6.92
1333,6.0,6.0,0.142574,8.0,6.92
1334,6.0,6.0,0.142732,8.0,6.92
1335,6.0,6.0,0.143127,8.0,6.93
1336,6.0,6.0,0.143285,8.0,6.93
1337,6.0,6.0,0.143285,8.0,6.93
1338,6.0,6.0,0.14344300000000001,8.0,6.93
1339,6.0,6.0,0.14375899999999997,8.0,6.93
1340,6.0,6.0,0.143917,8.0,6.93
1341,6.0,6.0,0.144233,8.0,6.93
1342,6.0,6.0,0.14454899999999998,8.0,6.93
1343,6.0,6.0,0.144865,8.0,6.93
1344,6.0,6.0,0.14502299999999999,8.0,6.93
1345,6.0,6.0,0.145339,8.0,6.93
1346,6.0,6.0,0.145497,8.0,6.93
1347,6.0,6.0,0.14581299999999997,8.0,6.93
1348,6.0,6.0,0.14597099999999996,8.0,6.93
1349,6.0,6.0,0.14604999999999996,8.0,6.93
1350,6.0,6.0,0.14636599999999997,8.0,6.93
1351,6.0,6.0,0.14660299999999998,8.0,6.93
1352,6.0,6.0,0.14660299999999998,8.0,6.93
1353,6.0,6.0,0.146998,8.0,6.93
1354,6.0,6.0,0.14731399999999997,8.0,6.93
1355,6.0,6.0,0.14747199999999996,8.0,6.93
1356,6.0,6.0,0.147551,8.0,6.93
1357,6.0,6.0,0.14770899999999998,8.0,6.93
1358,6.0,6.0,0.14810399999999999,8.0,6.93
1359,6.0,6.0,0.14826199999999998,8.0,6.93
1360,6.0,6.0,0.14826199999999998,8.0,6.93
1361,6.0,6.0,0.14826199999999998,8.0,6.93
1362,6.0,6.0,0.148341,8.0,6.95
1363,6.0,6.0,0.148341,8.0,6.95
