training_iteration,proportion_missed
3132,0.2618181818181818
3133,0.2716666666666666
3134,0.2623484848484848
3135,0.2623484848484848
3136,0.2576515151515151
3137,0.2534848484848484
3138,0.2490151515151515
3139,0.2489393939393939
3140,0.2489393939393939
3141,0.24765151515151512
3142,0.2500757575757575
3143,0.25136363636363634
3144,0.2579545454545455
3145,0.2579545454545455
3146,0.2573484848484848
3147,0.2562878787878788
3148,0.2562878787878788
3149,0.26856060606060606
3150,0.26856060606060606
3151,0.2665909090909091
3152,0.2596969696969697
3153,0.25416666666666665
3154,0.25416666666666665
3155,0.2561363636363636
3156,0.25606060606060604
3157,0.2658333333333333
3158,0.2703787878787879
3159,0.26840909090909093
3160,0.27962121212121216
3161,0.28545454545454546
3162,0.29083333333333333
3163,0.29083333333333333
3164,0.2936363636363637
3165,0.2916666666666667
3166,0.2916666666666667
3167,0.2833333333333333
3168,0.2862878787878788
3169,0.2878787878787879
3170,0.2802272727272727
3171,0.26909090909090905
3172,0.26909090909090905
3173,0.273560606060606
3174,0.2722727272727273
3175,0.27765151515151515
3176,0.2816666666666667
3177,0.2865151515151515
3178,0.2914393939393939
3179,0.2913636363636363
3180,0.2913636363636363
3181,0.29507575757575755
3182,0.3048484848484848
3183,0.3029545454545454
3184,0.30439393939393944
3185,0.30583333333333335
3186,0.30583333333333335
3187,0.30583333333333335
3188,0.3141666666666667
3189,0.30583333333333335
3190,0.2991666666666667
3191,0.30666666666666664
3192,0.30666666666666664
3193,0.30999999999999994
3194,0.3083333333333333
3195,0.3025
3196,0.30583333333333335
3197,0.30583333333333335
3198,0.3125
3199,0.3125
3200,0.30750000000000005
3201,0.30166666666666664
3202,0.30499999999999994
3203,0.30916666666666665
3204,0.3116666666666667
3205,0.3108333333333333
3206,0.30916666666666665
3207,0.30916666666666665
3208,0.29583333333333334
3209,0.29583333333333334
3210,0.29416666666666663
3211,0.29166666666666663
3212,0.29999999999999993
3213,0.30166666666666664
3214,0.30166666666666664
3215,0.3066666666666666
3216,0.30666666666666664
3217,0.325
3218,0.32833333333333337
3219,0.3341666666666667
3220,0.3387179487179488
3221,0.3385897435897436
3222,0.33275641025641034
3223,0.3326923076923078
3224,0.33532051282051284
3225,0.32262820512820517
3226,0.32294871794871793
3227,0.32493589743589746
3228,0.31897435897435894
3229,0.3248717948717948
3230,0.32467948717948714
3231,0.32467948717948714
3232,0.3203205128205128
3233,0.31775641025641027
3234,0.313525641025641
3235,0.31576923076923075
3236,0.31185897435897436
3237,0.3108974358974359
3238,0.3107051282051282
3239,0.312051282051282
3240,0.3161538461538461
3241,0.3108333333333333
3242,0.30737179487179483
3243,0.3080769230769231
3244,0.31314102564102564
3245,0.31314102564102564
3246,0.32666666666666666
3247,0.3207692307692308
3248,0.321025641025641
3249,0.3204487179487179
3250,0.3204487179487179
3251,0.32480769230769224
3252,0.31967948717948713
3253,0.32032051282051277
3254,0.32865384615384613
3255,0.32044871794871793
3256,0.32480769230769224
3257,0.3262179487179487
3258,0.3284615384615384
3259,0.3284615384615384
3260,0.326923076923077
3261,0.3251282051282051
3262,0.3268589743589744
3263,0.3358333333333334
3264,0.33570512820512827
3265,0.3384615384615385
3266,0.3399358974358975
3267,0.3499358974358974
3268,0.3480128205128205
3269,0.3523717948717949
3270,0.3438461538461538
3271,0.335
3272,0.3273076923076924
3273,0.3302564102564103
3274,0.3205769230769231
3275,0.31698717948717947
3276,0.31025641025641026
3277,0.3126923076923077
3278,0.31089743589743596
3279,0.31089743589743596
3280,0.315448717948718
3281,0.3161538461538462
3282,0.31769230769230766
3283,0.3176923076923077
3284,0.3176923076923077
3285,0.31769230769230766
3286,0.3192307692307692
3287,0.31153846153846154
3288,0.31153846153846154
3289,0.3123076923076923
3290,0.31384615384615383
3291,0.31384615384615383
3292,0.3130769230769231
3293,0.32230769230769235
3294,0.32230769230769235
3295,0.32307692307692315
3296,0.3253846153846154
3297,0.33307692307692316
3298,0.33000000000000007
3299,0.33000000000000007
3300,0.33000000000000007
3301,0.326923076923077
3302,0.3392307692307693
3303,0.3253846153846154
3304,0.3238461538461538
3305,0.3161538461538461
3306,0.3161538461538462
3307,0.3123076923076923
3308,0.31846153846153846
3309,0.31846153846153846
3310,0.32769230769230767
3311,0.32230769230769235
3312,0.32461538461538475
3313,0.31307692307692303
3314,0.3261538461538461
3315,0.32846153846153847
3316,0.32621794871794874
3317,0.3331410256410257
3318,0.3331410256410257
3319,0.3323717948717949
3320,0.33621794871794874
3321,0.3292948717948718
3322,0.3300641025641026
3323,0.3377564102564103
3324,0.3377564102564103
3325,0.3277564102564103
3326,0.3269871794871795
3327,0.3216025641025641
3328,0.32160256410256416
3329,0.3192948717948718
3330,0.3254487179487179
3331,0.32006410256410256
3332,0.31929487179487176
3333,0.3262179487179487
3334,0.3269871794871795
3335,0.3277564102564103
3336,0.3292948717948718
3337,0.32467948717948725
3338,0.32006410256410256
3339,0.32467948717948725
3340,0.32621794871794874
3341,0.3292948717948718
3342,0.3346794871794872
3343,0.3331410256410257
3344,0.3346794871794872
3345,0.3346794871794872
3346,0.33621794871794886
3347,0.3308333333333335
3348,0.3323717948717949
3349,0.3331410256410257
3350,0.33929487179487183
3351,0.33160256410256417
3352,0.335448717948718
3353,0.3339102564102565
3354,0.33929487179487183
3355,0.3431410256410256
3356,0.34160256410256407
3357,0.3277564102564103
3358,0.3339102564102564
3359,0.3339102564102564
3360,0.3308333333333333
3361,0.3308333333333333
3362,0.3292948717948718
3363,0.3316025641025641
3364,0.32621794871794885
3365,0.3146794871794871
3366,0.3154487179487179
3367,0.31314102564102564
3368,0.31314102564102564
3369,0.31237179487179484
3370,0.3108333333333333
3371,0.30698717948717946
3372,0.3015384615384615
3373,0.30769230769230765
3374,0.30769230769230765
3375,0.29923076923076924
3376,0.29923076923076924
3377,0.3023076923076923
3378,0.3023076923076923
3379,0.30230769230769233
3380,0.29923076923076924
3381,0.3
3382,0.3007692307692308
3383,0.29846153846153844
3384,0.2988811188811189
3385,0.2958041958041958
3386,0.2958041958041958
3387,0.2973426573426573
3388,0.2973426573426573
3389,0.3073426573426573
3390,0.30041958041958045
3391,0.29965034965034965
3392,0.30734265734265726
3393,0.29888111888111885
3394,0.3011888111888112
3395,0.3004195804195804
3396,0.3004195804195804
3397,0.3004195804195804
3398,0.3011888111888112
3399,0.3011888111888112
3400,0.30272727272727273
3401,0.29965034965034965
3402,0.29195804195804187
3403,0.291958041958042
3404,0.291958041958042
3405,0.291958041958042
3406,0.2904195804195804
3407,0.29811188811188816
3408,0.2888811188811189
3409,0.28811188811188815
3410,0.2881118881118881
3411,0.2804195804195804
3412,0.285034965034965
3413,0.2834965034965035
3414,0.29041958041958044
3415,0.291958041958042
3416,0.291958041958042
3417,0.29965034965034965
3418,0.31272727272727274
3419,0.31272727272727274
3420,0.3142657342657343
3421,0.32041958041958046
3422,0.32349650349650355
3423,0.32349650349650355
3424,0.32118881118881126
3425,0.32734265734265733
3426,0.33041958041958047
3427,0.33041958041958047
3428,0.33118881118881127
3429,0.33811188811188814
3430,0.33811188811188814
3431,0.3511888111888112
3432,0.34734265734265746
3433,0.34734265734265746
3434,0.3511888111888113
3435,0.37349650349650354
3436,0.37349650349650354
3437,0.37965034965034966
3438,0.37965034965034966
3439,0.3734965034965035
3440,0.3765734265734265
3441,0.3727272727272728
3442,0.36811188811188805
3443,0.3750349650349651
3444,0.371958041958042
3445,0.36349650349650353
3446,0.37153846153846154
3447,0.37923076923076926
3448,0.38307692307692315
3449,0.38230769230769235
3450,0.3815384615384616
3451,0.3830769230769231
3452,0.3830769230769231
3453,0.3807692307692308
3454,0.38230769230769235
3455,0.3838461538461539
3456,0.3838461538461539
3457,0.3838461538461539
3458,0.3853846153846154
3459,0.3853846153846154
3460,0.3846153846153846
3461,0.3846153846153846
3462,0.39076923076923087
3463,0.39076923076923087
3464,0.39769230769230773
3465,0.3992307692307693
3466,0.3992307692307693
3467,0.4061538461538462
3468,0.407948717948718
3469,0.4141025641025641
3470,0.40717948717948715
3471,0.4071794871794872
3472,0.42333333333333334
3473,0.421025641025641
3474,0.4233333333333333
3475,0.42333333333333334
3476,0.4164102564102564
3477,0.4148717948717949
3478,0.4148717948717949
3479,0.42256410256410254
3480,0.4271794871794872
3481,0.4302564102564103
3482,0.43333333333333335
3483,0.42871794871794877
3484,0.4194871794871795
3485,0.42179487179487185
3486,0.4194871794871795
3487,0.4164102564102565
3488,0.4194871794871795
3489,0.41717948717948716
3490,0.41794871794871796
3491,0.4156410256410256
3492,0.4094871794871795
3493,0.4094871794871795
3494,0.4056410256410256
3495,0.4056410256410256
3496,0.41179487179487173
3497,0.41256410256410253
3498,0.4017948717948719
3499,0.3925641025641027
3500,0.3871794871794873
3501,0.3871794871794873
3502,0.4010256410256411
3503,0.3994871794871795
3504,0.3979487179487179
3505,0.39410256410256417
3506,0.3933333333333335
3507,0.391794871794872
3508,0.3871794871794873
3509,0.3794871794871796
3510,0.3794871794871796
3511,0.37256410256410255
3512,0.37256410256410255
3513,0.37948717948717964
3514,0.38179487179487187
3515,0.3910256410256411
3516,0.3917948717948719
3517,0.3917948717948719
3518,0.3964102564102564
3519,0.3964102564102564
3520,0.3964102564102564
3521,0.3964102564102564
3522,0.4002564102564103
3523,0.40179487179487183
3524,0.4033333333333334
3525,0.40333333333333327
3526,0.40179487179487183
3527,0.39410256410256417
3528,0.3876923076923077
3529,0.3885314685314686
3530,0.3893006993006994
3531,0.3893006993006994
3532,0.3893006993006994
3533,0.4023776223776224
3534,0.4008391608391609
3535,0.4016083916083917
3536,0.4062237762237762
3537,0.4062237762237762
3538,0.4062237762237762
3539,0.40853146853146854
3540,0.39930069930069934
3541,0.39930069930069934
3542,0.40776223776223774
3543,0.4046853146853146
3544,0.40468531468531466
3545,0.4016083916083916
3546,0.4077622377622378
3547,0.4077622377622378
3548,0.4031468531468532
3549,0.4023776223776224
3550,0.41083916083916094
3551,0.41083916083916094
3552,0.4123776223776224
3553,0.4057342657342658
3554,0.40419580419580425
3555,0.4065034965034966
3556,0.4065034965034966
3557,0.41342657342657346
3558,0.4211188811188812
3559,0.4141958041958042
3560,0.4118881118881119
3561,0.4195804195804197
3562,0.43188811188811194
3563,0.43188811188811194
3564,0.42881118881118885
3565,0.4257342657342658
3566,0.41692307692307695
3567,0.41692307692307695
3568,0.42230769230769233
3569,0.4276923076923078
3570,0.42230769230769233
3571,0.42153846153846153
3572,0.4223076923076924
3573,0.42307692307692313
3574,0.42538461538461547
3575,0.4246153846153847
3576,0.4207692307692308
3577,0.4238461538461539
3578,0.4238461538461539
3579,0.4307692307692308
3580,0.4192307692307693
3581,0.42
3582,0.42923076923076925
3583,0.43153846153846154
3584,0.43846153846153846
3585,0.44000000000000006
3586,0.4307692307692308
3587,0.44000000000000006
3588,0.4484615384615385
3589,0.4568531468531469
3590,0.453006993006993
3591,0.4453146853146853
3592,0.44069930069930074
3593,0.44069930069930074
3594,0.44993006993006995
3595,0.44993006993006995
3596,0.4422377622377623
3597,0.44762237762237767
3598,0.4445454545454545
3599,0.4445454545454545
3600,0.4476223776223776
3601,0.4476223776223776
3602,0.4406993006993008
3603,0.43223776223776234
3604,0.43685314685314686
3605,0.43608391608391606
3606,0.44531468531468527
3607,0.4445454545454545
3608,0.4460839160839161
3609,0.45069930069930064
3610,0.45069930069930064
3611,0.4558041958041958
3612,0.45580419580419584
3613,0.44965034965034967
3614,0.44965034965034967
3615,0.45349650349650344
3616,0.4458041958041958
3617,0.4450349650349651
3618,0.4450349650349651
3619,0.43041958041958045
3620,0.4265734265734267
3621,0.43272727272727274
3622,0.4342657342657343
3623,0.4315384615384616
3624,0.4323076923076925
3625,0.4353846153846154
3626,0.4307692307692308
3627,0.4376923076923077
3628,0.44923076923076927
3629,0.4553846153846155
3630,0.45461538461538464
3631,0.45461538461538464
3632,0.4546153846153846
3633,0.45000000000000007
3634,0.44769230769230783
3635,0.44769230769230783
3636,0.4492307692307693
3637,0.4461538461538462
3638,0.4461538461538462
3639,0.4476923076923077
3640,0.44923076923076927
3641,0.4407692307692308
3642,0.43769230769230766
3643,0.4346153846153847
3644,0.4346153846153847
3645,0.42846153846153856
3646,0.4361538461538462
3647,0.4407692307692308
3648,0.43000000000000005
3649,0.4230769230769231
3650,0.41923076923076935
3651,0.4261538461538462
3652,0.42769230769230776
3653,0.42923076923076925
3654,0.42230769230769233
3655,0.4207692307692309
3656,0.4138461538461539
3657,0.4030769230769231
3658,0.4023076923076924
3659,0.3992307692307693
3660,0.39307692307692316
3661,0.39384615384615385
3662,0.39538461538461545
3663,0.3923076923076924
3664,0.3961538461538462
3665,0.39307692307692305
3666,0.39307692307692305
3667,0.39307692307692305
3669,0.4007692307692309
3670,0.3923076923076924
3671,0.3961538461538463
3672,0.3892307692307693
3673,0.3900000000000001
3674,0.3961538461538463
3675,0.4007692307692309
3676,0.40384615384615397
3677,0.40384615384615397
3678,0.39923076923076933
3679,0.39923076923076933
3680,0.39230769230769236
3681,0.39307692307692305
3682,0.39307692307692316
3683,0.3984615384615385
3684,0.39384615384615385
3685,0.39384615384615385
3686,0.3992307692307693
3687,0.396923076923077
3688,0.39461538461538465
3689,0.39461538461538465
3690,0.39097902097902093
3691,0.4002097902097902
3692,0.4002097902097902
3693,0.4002097902097902
3694,0.40097902097902094
3695,0.40097902097902094
3696,0.41174825174825175
3697,0.4071328671328671
3698,0.4071328671328671
3699,0.4071328671328671
3700,0.39867132867132865
3701,0.39867132867132865
3702,0.3917482517482519
3703,0.3917482517482518
3704,0.3971328671328672
3705,0.38867132867132875
3706,0.39790209790209796
3707,0.39251748251748253
3708,0.3994405594405594
3709,0.3955944055944056
3710,0.3971328671328671
3711,0.3987354312354312
3712,0.40104312354312355
3713,0.3918123543123543
3714,0.3833508158508159
3715,0.39258158508158514
3716,0.409504662004662
3717,0.419504662004662
3718,0.419504662004662
3719,0.42335081585081574
3720,0.42335081585081574
3721,0.4218123543123543
3722,0.42796620046620043
3723,0.4318123543123542
3724,0.42796620046620054
3725,0.42950466200466203
3726,0.4271969696969697
3727,0.4310431235431236
3728,0.4310431235431236
3729,0.429504662004662
3730,0.43796620046620044
3731,0.4348892773892774
3732,0.43488927738927735
3733,0.436427738927739
3734,0.4441200466200466
3735,0.4371969696969697
3736,0.4341200466200466
3737,0.4341200466200466
3738,0.4471969696969697
3739,0.4533508158508159
3740,0.4587354312354313
3741,0.4525815850815851
3742,0.452581585081585
3743,0.4518123543123543
3744,0.455658508158508
3745,0.455658508158508
3746,0.45083333333333336
3747,0.45083333333333336
3748,0.45467948717948725
3749,0.4516025641025641
3750,0.4516025641025641
3751,0.4500641025641026
3752,0.4500641025641026
3753,0.4500641025641026
3754,0.4539102564102565
3755,0.4416025641025642
3756,0.4431410256410257
3757,0.4477564102564102
3758,0.4516025641025641
3759,0.4523717948717949
3760,0.45544871794871794
3761,0.4477564102564103
3762,0.4477564102564103
3763,0.4500641025641026
3764,0.4516025641025642
3765,0.45391025641025656
3766,0.45846153846153853
3767,0.45846153846153853
3768,0.4676923076923078
3769,0.4615384615384616
3770,0.4623076923076923
3771,0.4553846153846154
3772,0.4553846153846154
3773,0.45230769230769224
3774,0.4592307692307692
3775,0.45000000000000007
3776,0.44846153846153847
3777,0.44307692307692315
3778,0.4453846153846155
3779,0.4308974358974359
3780,0.430897435897436
3781,0.42858974358974367
3782,0.4316666666666667
3783,0.4255128205128206
3784,0.4316666666666668
3785,0.4185897435897436
3786,0.4193589743589744
3787,0.4193589743589744
3788,0.40858974358974365
3789,0.41166666666666674
3790,0.41166666666666674
3791,0.41166666666666674
3792,0.40474358974358976
3793,0.4124358974358974
3794,0.40397435897435896
3795,0.4008974358974359
3796,0.40705128205128205
3797,0.4085897435897436
3798,0.39935897435897444
3799,0.3993589743589744
3800,0.40858974358974365
3801,0.41243589743589737
3802,0.41243589743589737
3803,0.4124358974358974
3804,0.4193589743589743
3805,0.41320512820512817
3806,0.4124358974358974
3807,0.4185897435897436
3808,0.4115384615384617
3809,0.4115384615384617
3810,0.4115384615384617
3811,0.4207692307692309
3812,0.4207692307692309
3813,0.41846153846153844
3814,0.4053846153846154
3815,0.40461538461538465
3816,0.40461538461538465
3817,0.4178321678321678
3818,0.4147552447552448
3819,0.4147552447552448
3820,0.41013986013986015
3821,0.41013986013986015
3822,0.40090909090909094
3823,0.4124475524475525
3824,0.41013986013986015
3825,0.4062937062937063
3826,0.4047552447552447
3827,0.4062937062937063
3828,0.4047552447552448
3829,0.4039860139860141
3830,0.4024475524475525
3831,0.3886013986013986
3832,0.38706293706293715
3833,0.38706293706293715
3834,0.3932167832167832
3835,0.40937062937062935
3836,0.41090909090909095
3837,0.41706293706293707
3838,0.41706293706293707
3839,0.41475524475524467
3840,0.4184731934731934
3841,0.42539627039627037
3842,0.4284731934731935
3843,0.4284731934731936
3844,0.42847319347319357
3845,0.4253962703962705
3846,0.41642191142191143
3847,0.4210372960372961
3848,0.42565268065268064
3849,0.4341142191142191
3850,0.43257575757575767
3851,0.43257575757575767
3852,0.4402680652680652
3853,0.4402680652680652
3854,0.4333449883449883
3855,0.43257575757575756
3856,0.43334498834498836
3857,0.4279603729603729
3858,0.4248834498834499
3859,0.4294988344988345
3860,0.4333449883449883
3861,0.4364219114219114
3862,0.41796037296037303
3863,0.4241142191142191
3864,0.4241142191142191
3865,0.4271911421911422
3866,0.4294988344988344
3867,0.4225757575757576
3868,0.42193473193473197
3869,0.41731934731934733
3870,0.4203962703962705
3871,0.4211655011655012
3872,0.4303962703962704
3873,0.4303962703962704
3874,0.4303962703962704
3875,0.4241025641025641
3876,0.4310256410256411
3877,0.4302564102564103
3878,0.4302564102564103
3879,0.4302564102564103
3880,0.4317948717948719
3881,0.4294871794871795
3882,0.421025641025641
3883,0.42256410256410265
3884,0.43641025641025644
3885,0.43717948717948724
3886,0.43948717948717947
3887,0.4371794871794872
3888,0.43333333333333335
3889,0.43333333333333335
3890,0.44333333333333336
3891,0.44333333333333336
3892,0.42948717948717957
3893,0.4264102564102565
3894,0.4156410256410257
3895,0.4171794871794872
3896,0.4041025641025642
3897,0.4041025641025642
3898,0.4041025641025642
3899,0.4017948717948718
3900,0.4056410256410256
3901,0.40487179487179487
3902,0.40487179487179487
3903,0.4025641025641026
3904,0.4064102564102564
3905,0.4146153846153846
3906,0.4092307692307693
3907,0.41230769230769226
3908,0.41230769230769226
3909,0.41230769230769226
3910,0.41923076923076935
3911,0.4192307692307693
3912,0.416923076923077
3913,0.4069230769230769
3914,0.3992307692307693
3915,0.4076923076923077
3916,0.4076923076923077
3917,0.4115384615384615
3918,0.4107692307692308
3919,0.41615384615384615
3920,0.4161538461538462
3921,0.396923076923077
3922,0.396923076923077
3923,0.3930769230769232
3924,0.3930769230769232
3925,0.39538461538461545
3926,0.39538461538461545
3927,0.39846153846153853
3928,0.4
3929,0.4007692307692307
3930,0.4007692307692307
3931,0.39384615384615385
3932,0.396923076923077
3933,0.4000000000000001
3934,0.41
3935,0.40692307692307694
3936,0.4046153846153846
3937,0.4115384615384615
3938,0.4138461538461539
3939,0.41230769230769243
3940,0.42
3941,0.41692307692307695
3942,0.41692307692307695
3943,0.40461538461538477
3944,0.42153846153846153
3945,0.4223076923076923
3946,0.4215384615384617
3947,0.4261538461538462
3948,0.43153846153846154
3949,0.43384615384615377
3950,0.4446153846153846
3951,0.45230769230769236
3952,0.4430769230769231
3953,0.4461538461538461
3954,0.4461538461538461
3955,0.4461538461538463
3956,0.4530769230769232
3957,0.44999999999999996
3958,0.45153846153846156
3959,0.45153846153846156
3960,0.4507692307692308
3961,0.4507692307692308
3962,0.45153846153846156
3963,0.45000000000000007
3964,0.44769230769230783
3965,0.4484615384615385
3966,0.4484615384615385
3967,0.4446153846153847
3968,0.4453846153846154
3969,0.4415384615384616
3970,0.4446153846153847
3971,0.4507692307692308
3972,0.4561538461538462
3973,0.46230769230769225
3974,0.46230769230769225
3975,0.44846153846153847
3976,0.4546153846153846
3977,0.4615384615384615
3978,0.4684615384615384
3979,0.4723076923076923
3980,0.47615384615384626
3981,0.4723076923076925
3982,0.4723076923076923
3983,0.4692307692307692
3984,0.4623076923076923
3985,0.4623076923076923
3986,0.4623076923076923
3987,0.46384615384615396
3988,0.4623076923076924
3989,0.4615384615384616
3990,0.45461538461538464
3991,0.4430769230769232
3992,0.4461538461538463
3993,0.4461538461538463
3994,0.45307692307692304
3995,0.43846153846153846
3996,0.44769230769230767
3997,0.44769230769230767
3998,0.45
3999,0.44076923076923086
4000,0.44076923076923086
4001,0.4346153846153847
4002,0.44076923076923075
4003,0.4353846153846155
4004,0.4384615384615385
4005,0.4361538461538463
4006,0.436923076923077
4007,0.4333846153846154
4008,0.43415384615384617
4009,0.4295384615384616
4010,0.4218461538461539
4011,0.4195384615384616
4012,0.42338461538461547
4013,0.42338461538461547
4014,0.42338461538461547
4015,0.428
4016,0.41415384615384626
4017,0.4172307692307693
4018,0.4172307692307693
4019,0.39953846153846173
4020,0.39953846153846173
4021,0.3941538461538463
4022,0.3941538461538463
4023,0.4026153846153847
4024,0.4064615384615386
4025,0.4126153846153847
4026,0.41800000000000004
4027,0.4195384615384616
4028,0.4103076923076924
4029,0.4156923076923077
4030,0.4218461538461538
4031,0.4218461538461538
4032,0.4203076923076924
4033,0.4103076923076924
4034,0.4103076923076924
4035,0.4110769230769232
4036,0.41492307692307706
4037,0.4103076923076924
4038,0.3926153846153847
4039,0.3926153846153847
4040,0.38876923076923087
4041,0.38953846153846156
4042,0.38415384615384623
4043,0.3841538461538462
4044,0.3841538461538462
4045,0.3841538461538462
4046,0.3833846153846154
4047,0.38338461538461543
4048,0.384923076923077
4049,0.3856923076923076
4050,0.38876923076923076
4051,0.3933846153846154
4052,0.39569230769230773
4053,0.39799999999999996
4054,0.39646153846153853
4055,0.39261538461538464
4056,0.39799999999999996
4057,0.39492307692307693
4058,0.3933846153846153
4059,0.39723076923076917
4060,0.4003076923076923
4061,0.3995384615384615
4062,0.3856923076923078
4063,0.38876923076923076
4064,0.38876923076923076
4065,0.38953846153846156
4066,0.38953846153846156
4067,0.3838461538461538
4068,0.3884615384615384
4069,0.3884615384615384
4070,0.3892307692307692
4071,0.3853846153846154
4072,0.3815384615384616
4073,0.38923076923076927
4074,0.38846153846153847
4075,0.38846153846153847
4076,0.39230769230769236
4077,0.39230769230769236
4078,0.39461538461538465
4079,0.39461538461538465
4080,0.4007692307692309
4081,0.3984615384615384
4082,0.3984615384615384
4083,0.3976923076923077
4084,0.3976923076923077
4085,0.3976923076923077
4086,0.39538461538461545
4087,0.39461538461538465
4088,0.3946794871794873
4089,0.38467948717948725
4090,0.38621794871794884
4091,0.38621794871794884
4092,0.3892948717948718
4093,0.39160256410256417
4094,0.39160256410256417
4095,0.39544871794871805
4096,0.40083333333333326
4097,0.40237179487179486
4098,0.4031410256410258
4099,0.4039102564102565
4100,0.4039102564102565
4101,0.4039102564102565
4102,0.4039102564102564
4103,0.41467948717948716
4104,0.4108333333333334
4105,0.4108333333333334
4106,0.4116025641025642
4107,0.40237179487179503
4108,0.39698717948717965
4109,0.39314102564102577
4110,0.39083333333333337
4111,0.3869871794871795
4112,0.3878846153846153
4113,0.3871153846153846
4114,0.3801923076923076
4115,0.37634615384615394
4116,0.37634615384615394
4117,0.37634615384615394
4118,0.38096153846153846
4119,0.37634615384615394
4120,0.37480769230769234
4121,0.37480769230769234
4122,0.37326923076923074
4123,0.3725
4124,0.376431623931624
4125,0.3825854700854701
4126,0.3733547008547009
4127,0.37720085470085474
4128,0.38335470085470086
4129,0.37104700854700856
4130,0.37104700854700856
4131,0.38027777777777777
4132,0.38027777777777777
4133,0.3910470085470085
4134,0.3910470085470085
4135,0.3879700854700854
4136,0.3825854700854701
4137,0.3818162393162395
4138,0.38566239316239326
4139,0.3856623931623932
4140,0.3856623931623932
4141,0.38873931623931623
4142,0.40104700854700853
4143,0.4025854700854701
4144,0.40335470085470093
4145,0.40873931623931625
4146,0.3910470085470086
4147,0.3910470085470086
4148,0.38950854700854715
4149,0.38950854700854715
4150,0.38027777777777794
4151,0.38252136752136756
4152,0.38713675213675214
4153,0.3902136752136752
4154,0.3902136752136752
4155,0.390982905982906
4156,0.39944444444444444
4157,0.39944444444444444
4158,0.39944444444444444
4159,0.39636752136752135
4160,0.39252136752136757
4161,0.39559829059829066
4162,0.39944444444444444
4163,0.4002136752136752
4164,0.4071367521367521
4165,0.4094444444444445
4166,0.40021367521367535
4167,0.4086752136752137
4168,0.4063675213675215
4169,0.4102136752136753
4170,0.41713675213675216
4171,0.4286752136752137
4172,0.4286752136752137
4173,0.4332905982905983
4174,0.44085470085470085
4175,0.4300854700854701
4176,0.43008547008547005
4177,0.43547008547008553
4178,0.43393162393162393
4179,0.43547008547008553
4180,0.4431623931623932
4181,0.44777777777777783
4182,0.44777777777777783
4183,0.44777777777777783
4184,0.4608547008547009
4185,0.46307692307692316
4186,0.4646153846153846
4187,0.4561538461538462
4188,0.4561538461538462
4189,0.4561538461538462
4190,0.4461538461538462
4191,0.44253846153846155
4192,0.44253846153846155
4193,0.4433076923076924
4194,0.4425384615384616
4195,0.4394615384615384
4196,0.43869230769230766
4197,0.431
4198,0.431
4199,0.441
4200,0.4366153846153846
4201,0.43507692307692314
4202,0.43507692307692314
4203,0.4320000000000001
4204,0.4296923076923077
4205,0.43264102564102563
4206,0.42802564102564106
4207,0.4364871794871795
4208,0.4364871794871795
4209,0.4418717948717948
4210,0.4426410256410256
4211,0.45264102564102565
4212,0.45264102564102565
4213,0.45599766899766897
4214,0.45061305361305365
4215,0.4506130536130535
4216,0.4475361305361305
4217,0.4475361305361305
4218,0.4475361305361305
4219,0.44676689976689987
4220,0.44061305361305364
4221,0.442920745920746
4222,0.4367668997668998
4223,0.4413822843822844
4224,0.43522843822843815
4225,0.42907459207459203
4226,0.44138228438228444
4227,0.4336899766899768
4228,0.44138228438228444
4229,0.44138228438228444
4230,0.44599766899766896
4231,0.4513822843822844
4232,0.44907459207459205
4233,0.4436899766899767
4234,0.442920745920746
4235,0.442920745920746
4236,0.442920745920746
4237,0.44599766899766896
4238,0.44599766899766896
4239,0.44599766899766896
4240,0.44445920745920753
4241,0.42984382284382283
4242,0.43522843822843826
4243,0.43984382284382284
4244,0.425997668997669
4245,0.425997668997669
4246,0.42830536130536134
4247,0.44061305361305364
4248,0.44215151515151513
4249,0.44215151515151513
4250,0.44984382284382285
4251,0.44368997668997673
4252,0.4521515151515152
4253,0.4506130536130537
4254,0.4506130536130537
4255,0.4634592074592076
4256,0.4688438228438229
4257,0.4688438228438229
4258,0.4688438228438229
4259,0.4688438228438229
4260,0.4734592074592075
4261,0.47422843822843824
4262,0.478074592074592
4263,0.4719207459207459
4264,0.4732284382284383
4265,0.470920745920746
4266,0.4809207459207459
4267,0.457972027972028
4268,0.457972027972028
4269,0.4533566433566434
4270,0.4533566433566434
4271,0.4541258741258742
4272,0.45027972027972035
4273,0.44104895104895114
4274,0.4448951048951049
4275,0.44384615384615395
4276,0.4446153846153846
4277,0.44846153846153847
4278,0.4453846153846154
4279,0.4446153846153846
4280,0.4446153846153846
4281,0.45230769230769236
4282,0.45153846153846156
4283,0.4453846153846154
4284,0.45384615384615395
4285,0.45230769230769236
4286,0.45230769230769236
4287,0.4446153846153847
4288,0.4446153846153847
4289,0.4369230769230771
4290,0.42923076923076936
4291,0.42923076923076936
4292,0.4215384615384617
4293,0.4215384615384617
4294,0.4176923076923078
4295,0.4061538461538462
4296,0.4015384615384616
4297,0.3946794871794872
4298,0.39237179487179497
4299,0.39698717948717954
4300,0.40083333333333343
4301,0.4185256410256411
4302,0.42929487179487175
4303,0.42006410256410265
4304,0.425448717948718
4305,0.42160256410256425
4306,0.41391025641025647
4307,0.4039102564102565
4308,0.4039102564102565
