training_iteration,proportion_missed
10536,0.3504157509157509
10537,0.35827289377289384
10538,0.36184432234432246
10539,0.36184432234432246
10540,0.37041575091575085
10541,0.3593168498168498
10542,0.353602564102564
10543,0.3543168498168498
10544,0.3543168498168498
10545,0.3507454212454213
10546,0.34788827838827835
10547,0.3500311355311355
10548,0.3408882783882784
10549,0.35017399267399263
10550,0.35017399267399263
10551,0.35517399267399263
10552,0.3537454212454212
10553,0.3537454212454212
10554,0.35374542124542124
10555,0.34874542124542124
10556,0.3458882783882784
10557,0.3466025641025642
10558,0.3494597069597071
10559,0.3494597069597071
10560,0.3494597069597071
10561,0.34445970695970696
10562,0.34731684981684985
10563,0.3587454212454213
10564,0.35874542124542125
10565,0.35874542124542125
10566,0.35874542124542125
10567,0.3658882783882784
10568,0.3658882783882785
10569,0.3666025641025641
10570,0.36731684981684976
10571,0.35803113553113547
10572,0.35803113553113547
10573,0.35803113553113547
10574,0.3616025641025641
10575,0.35803113553113547
10576,0.3572619047619047
10577,0.35440476190476183
10578,0.36440476190476195
10579,0.3644047619047619
10580,0.3615476190476191
10581,0.3622619047619049
10582,0.3622619047619049
10583,0.35726190476190484
10584,0.35726190476190484
10585,0.37428571428571444
10586,0.36857142857142855
10587,0.3707142857142857
10588,0.3707142857142857
10589,0.37
10590,0.37
10591,0.3735714285714286
10592,0.37142857142857144
10593,0.37142857142857144
10594,0.37
10595,0.3464285714285715
10596,0.34571428571428575
10597,0.34214285714285714
10598,0.34214285714285714
10599,0.3442857142857143
10600,0.3471428571428572
10601,0.35571428571428576
10602,0.3414285714285714
10603,0.3414285714285714
10604,0.3414285714285714
10605,0.3292857142857143
10606,0.3285714285714285
10607,0.3292857142857143
10608,0.33214285714285713
10609,0.33714285714285713
10610,0.33714285714285713
10611,0.335
10612,0.335
10613,0.34
10614,0.34285714285714286
10615,0.3450000000000001
10616,0.3435714285714287
10617,0.34285714285714297
10618,0.34285714285714297
10619,0.34285714285714297
10620,0.3415384615384615
10621,0.3415384615384615
10622,0.3429670329670329
10623,0.3429670329670329
10624,0.34010989010989007
10625,0.34010989010989007
10626,0.34010989010989007
10627,0.34010989010989007
10628,0.34010989010989007
10629,0.34010989010989007
10630,0.33939560439560446
10631,0.3345604395604396
10632,0.3345604395604396
10633,0.33598901098901107
10634,0.34027472527472535
10635,0.34027472527472535
10636,0.3417032967032967
10637,0.34456043956043947
10638,0.3438461538461538
10639,0.34456043956043947
10640,0.33384615384615385
10641,0.3331318681318682
10642,0.3431318681318681
10643,0.3431318681318681
10644,0.34098901098901085
10645,0.3395604395604396
10646,0.3395604395604396
10647,0.3395604395604396
10648,0.3281318681318682
10649,0.320989010989011
10650,0.320989010989011
10651,0.325989010989011
10652,0.32527472527472523
10653,0.32527472527472523
10654,0.3202747252747253
10655,0.3117032967032967
10656,0.3167582417582418
10657,0.3146153846153846
10658,0.3146153846153846
10659,0.31532967032967035
10660,0.30604395604395607
10661,0.32390109890109897
10662,0.3331868131868132
10663,0.33675824175824176
10664,0.3381868131868132
10665,0.3346153846153846
10666,0.33532967032967037
10667,0.3403296703296703
10669,0.3339010989010989
10670,0.3324725274725274
10671,0.33247252747252753
10672,0.33747252747252743
10673,0.3403296703296704
10674,0.3403296703296704
10675,0.3403296703296704
10676,0.3467582417582418
10677,0.34532967032967027
10678,0.34104395604395604
10679,0.34961538461538466
10680,0.35604395604395606
10681,0.356043956043956
10682,0.3581868131868132
10683,0.3553296703296704
10684,0.3574725274725275
10685,0.3574725274725275
10686,0.35747252747252745
10687,0.3581868131868132
10688,0.35736263736263746
10689,0.35593406593406596
10690,0.35664835164835174
10691,0.35593406593406596
10692,0.35593406593406596
10693,0.35593406593406596
10694,0.3609340659340659
10695,0.35379120879120873
10696,0.3566483516483517
10697,0.3480769230769231
10698,0.34664835164835167
10699,0.34434065934065944
10700,0.34648351648351655
10701,0.3471978021978023
10702,0.3364835164835165
10703,0.3364835164835165
10704,0.3329120879120879
10705,0.3314835164835165
10706,0.3407692307692309
10707,0.3486263736263737
10708,0.3486263736263737
10709,0.3486263736263737
10710,0.3486263736263737
10711,0.3486263736263737
10712,0.33791208791208793
10713,0.34148351648351644
10714,0.34148351648351644
10715,0.35291208791208795
10716,0.36791208791208796
10717,0.3671978021978022
10718,0.3671978021978022
10719,0.37505494505494497
10720,0.37505494505494497
10721,0.37500000000000006
10722,0.37500000000000006
10723,0.37785714285714284
10724,0.37675324675324684
10725,0.37675324675324684
10726,0.3588961038961039
10727,0.3538961038961039
10728,0.3538961038961039
10729,0.35461038961038965
10730,0.35461038961038965
10731,0.3588961038961039
10732,0.36461038961038966
10733,0.37032467532467545
10734,0.37032467532467545
10735,0.3546103896103896
10736,0.3596103896103896
10737,0.3553246753246754
10738,0.3553246753246754
10739,0.3481818181818182
10740,0.3481818181818182
10741,0.3438961038961038
10742,0.3438961038961039
10743,0.34532467532467537
10744,0.34532467532467537
10745,0.3296103896103896
10746,0.33032467532467535
10747,0.33532467532467536
10748,0.3288961038961039
10749,0.32175324675324674
10750,0.32532467532467535
10751,0.32032467532467535
10752,0.31889610389610396
10753,0.3281818181818183
10754,0.3281818181818183
10755,0.3231818181818182
10756,0.3210389610389611
10757,0.3210389610389611
10758,0.3246103896103897
10759,0.3246103896103897
10760,0.3196103896103897
10761,0.336038961038961
10762,0.336038961038961
10763,0.33961038961038975
10764,0.3417532467532468
10765,0.34103896103896114
10766,0.33818181818181825
10767,0.33818181818181825
10768,0.34032467532467536
10769,0.3474675324675324
10770,0.356038961038961
10771,0.356038961038961
10772,0.3531818181818182
10773,0.35532467532467527
10774,0.34818181818181815
10775,0.35532467532467527
10776,0.35175324675324665
10777,0.35175324675324665
10778,0.35318181818181815
10779,0.34818181818181815
10780,0.33961038961038964
10781,0.32818181818181813
10782,0.3274675324675325
10783,0.32746753246753246
10784,0.32461038961038957
10785,0.32461038961038957
10786,0.3196103896103897
10787,0.3217532467532468
10788,0.32103896103896107
10789,0.32291208791208786
10790,0.32719780219780226
10791,0.3179120879120879
10792,0.31862637362637364
10793,0.31791208791208797
10794,0.31791208791208797
10795,0.3207692307692308
10796,0.31434065934065936
10797,0.31434065934065936
10798,0.31005494505494513
10799,0.31076923076923085
10800,0.30934065934065935
10801,0.3150549450549451
10802,0.32934065934065937
10803,0.3307692307692308
10804,0.3307692307692308
10805,0.3307692307692307
10806,0.3343406593406593
10807,0.34291208791208794
10808,0.35148351648351644
10809,0.35148351648351644
10810,0.3414835164835165
10811,0.3414835164835165
10812,0.35362637362637356
10813,0.35148351648351644
10814,0.35148351648351644
10815,0.35148351648351644
10816,0.3529120879120879
10817,0.3529120879120879
10818,0.35505494505494506
10819,0.35005494505494494
10820,0.3593406593406593
10821,0.3593406593406593
10822,0.3588461538461538
10823,0.3588461538461538
10824,0.35098901098901103
10825,0.3481318681318682
10826,0.34884615384615386
10827,0.34884615384615386
10828,0.3531318681318681
10829,0.34884615384615386
10830,0.34670329670329664
10831,0.3431318681318682
10832,0.3445604395604396
10833,0.3445604395604396
10834,0.34098901098901097
10835,0.3324175824175824
10836,0.3238461538461538
10837,0.3238461538461538
10838,0.3224175824175824
10839,0.32527472527472523
10840,0.325989010989011
10841,0.325989010989011
10842,0.3324175824175824
10843,0.33527472527472524
10844,0.3345604395604396
10845,0.3345604395604396
10846,0.3345604395604396
10847,0.3345604395604396
10848,0.33456043956043957
10849,0.33741758241758235
10850,0.3288461538461538
10851,0.33598901098901096
10852,0.3402197802197802
10853,0.33164835164835166
10854,0.3252197802197802
10855,0.3316483516483516
10856,0.3352197802197803
10857,0.3352197802197803
10858,0.32807692307692315
10859,0.32807692307692304
10860,0.32379120879120876
10861,0.32379120879120876
10862,0.33307692307692305
10863,0.3309340659340658
10864,0.3309340659340658
10865,0.3316483516483516
10866,0.3252197802197802
10867,0.3216483516483516
10868,0.315934065934066
10869,0.32307692307692304
10870,0.32307692307692304
10871,0.3137912087912088
10872,0.3137912087912088
10873,0.3137912087912088
10874,0.3066483516483517
10875,0.3066483516483517
10876,0.310934065934066
10877,0.30593406593406597
10878,0.30379120879120886
10879,0.30379120879120886
10880,0.3016483516483517
10881,0.3030769230769231
10882,0.3016483516483517
10883,0.2923626373626374
10884,0.29379120879120885
10885,0.2945054945054945
10886,0.28785714285714287
10887,0.2821428571428572
10888,0.28428571428571436
10889,0.28285714285714286
10890,0.2921428571428572
10891,0.295
10892,0.2914285714285715
10893,0.2914285714285715
10894,0.2985714285714286
10895,0.3057142857142857
10896,0.3078571428571429
10897,0.30357142857142855
10898,0.30214285714285716
10899,0.30214285714285716
10900,0.3028571428571429
10901,0.30500000000000005
10902,0.30500000000000005
10903,0.3021428571428572
10904,0.2971428571428572
10905,0.2971428571428572
10906,0.2914285714285715
10907,0.2914285714285715
10908,0.2978571428571429
10909,0.2942857142857143
10910,0.2985714285714286
10911,0.2935714285714286
10912,0.28714285714285714
10913,0.29142857142857137
10914,0.29428571428571426
10915,0.28642857142857137
10916,0.28428571428571425
10917,0.2835714285714286
10918,0.28285714285714286
10919,0.2864285714285715
10920,0.28928571428571426
10921,0.28857142857142853
10922,0.28785714285714287
10923,0.2985714285714286
10924,0.2978571428571429
10925,0.29000000000000004
10926,0.29000000000000004
10927,0.2935714285714286
10928,0.2942857142857143
10929,0.29285714285714287
10930,0.2885714285714286
10931,0.2871428571428572
10932,0.2871428571428572
10933,0.28
10934,0.2714285714285714
10935,0.2714285714285714
10936,0.2735714285714286
10937,0.2764835164835165
10938,0.2764835164835165
10939,0.2771978021978022
10940,0.28648351648351644
10941,0.29005494505494506
10942,0.2964835164835165
10943,0.29434065934065934
10944,0.2979120879120879
10945,0.3043406593406594
10946,0.31362637362637363
10947,0.31291208791208797
10948,0.31291208791208797
10949,0.31291208791208797
10950,0.3107692307692308
10951,0.3114835164835165
10952,0.2964835164835165
10953,0.29934065934065934
10954,0.3014835164835165
10955,0.2979120879120879
10956,0.2907692307692307
10957,0.2907692307692307
10958,0.2906739926739927
10959,0.30138827838827836
10960,0.3021025641025641
10961,0.3062454212454212
10962,0.30548351648351646
10963,0.30548351648351646
10964,0.3132930402930403
10965,0.3011025641025641
10966,0.3011025641025641
10967,0.3011025641025641
10968,0.3011025641025641
10969,0.3038644688644689
10970,0.30376923076923074
10971,0.30340293040293037
10972,0.29816483516483516
10973,0.29440293040293036
10974,0.2928791208791209
10975,0.29402197802197805
10976,0.29306959706959707
10977,0.2908791208791209
10978,0.29011721611721614
10979,0.292974358974359
10980,0.28906959706959706
10981,0.27973626373626376
10982,0.28297435897435896
10983,0.28297435897435896
10984,0.2897838827838828
10985,0.2897838827838828
10986,0.2874981684981685
10987,0.28583150183150186
10988,0.28364102564102567
10989,0.28873626373626377
10990,0.28873626373626377
10991,0.30130769230769233
10992,0.3012600732600733
10993,0.304974358974359
10994,0.304974358974359
10995,0.304974358974359
10996,0.3041172161172161
10997,0.3002051282051282
10998,0.29872893772893777
10999,0.2833479853479854
11000,0.2773956043956044
11001,0.2773479853479854
11002,0.2824432234432235
11003,0.28053846153846157
11004,0.2763003663003663
11005,0.2775860805860806
11006,0.2862051282051282
11007,0.2954908424908425
11008,0.29725274725274725
11009,0.30777655677655674
11010,0.31706227106227103
11011,0.3199194139194139
11012,0.32049084249084253
11013,0.32744322344322346
11014,0.33615750915750914
11015,0.3353956043956044
11016,0.3353956043956044
11017,0.34053846153846157
11018,0.3492051282051283
11019,0.34830036630036637
11020,0.34830036630036637
11021,0.3467289377289378
11022,0.353919413919414
11023,0.34915750915750926
11024,0.34915750915750926
11025,0.3544908424908425
11026,0.36439560439560437
11027,0.36706227106227113
11028,0.37306227106227097
11029,0.37553846153846143
11030,0.38353846153846144
11031,0.3828717948717948
11032,0.3828717948717948
11033,0.38220512820512825
11034,0.39276190476190487
11035,0.4034285714285714
11036,0.41009523809523807
11037,0.4174285714285713
11038,0.4234285714285715
11039,0.44209523809523815
11040,0.43342857142857144
11041,0.43942857142857145
11042,0.4387619047619048
11043,0.4447619047619048
11044,0.45209523809523816
11045,0.4447619047619048
11046,0.4507619047619048
11047,0.4507619047619048
11048,0.4507619047619048
11049,0.4494285714285715
11050,0.4607619047619048
11051,0.4620952380952381
11052,0.45209523809523816
11053,0.4467619047619049
11054,0.4467619047619049
11055,0.4500952380952381
11056,0.4494285714285715
11057,0.4514285714285714
11058,0.4527619047619048
11059,0.45809523809523806
11060,0.4660952380952381
11061,0.4660952380952381
11062,0.46676190476190477
11063,0.4674285714285714
11064,0.4674285714285714
11065,0.47142857142857136
11066,0.4767619047619048
11067,0.4687619047619047
11068,0.46476190476190476
11069,0.4700952380952381
11070,0.4700952380952381
11071,0.4700952380952381
11072,0.4687619047619048
11073,0.4754285714285714
11074,0.4760952380952381
11075,0.4774285714285715
11076,0.4687619047619047
11077,0.4687619047619048
11078,0.4674285714285714
11079,0.4674285714285714
11080,0.4714285714285715
11081,0.46542857142857136
11082,0.4714285714285715
11083,0.4667619047619048
11084,0.4667619047619048
11085,0.4654285714285716
11086,0.4654285714285716
11087,0.4667619047619048
11088,0.4660952380952381
11089,0.4660952380952381
11090,0.4647619047619048
11091,0.4680952380952381
11092,0.4680952380952381
11093,0.4747619047619047
11094,0.4747619047619047
11095,0.47209523809523807
11096,0.46366666666666667
11097,0.4656666666666667
11098,0.4656666666666667
11099,0.45966666666666667
11100,0.4623333333333333
11101,0.45100000000000007
11102,0.45100000000000007
11103,0.45233333333333337
11104,0.4516666666666667
11105,0.45100000000000007
11106,0.4683333333333334
11107,0.4586666666666667
11108,0.46333333333333343
11109,0.468
11110,0.4746666666666667
11111,0.4746666666666667
11112,0.4793333333333334
11113,0.4746666666666666
11114,0.472
11115,0.47866666666666674
11116,0.48200000000000004
11117,0.4806666666666667
11118,0.4806666666666667
11119,0.4806666666666667
11120,0.4806666666666667
11121,0.47866666666666674
11122,0.4693333333333334
11123,0.4753333333333334
11124,0.46800000000000014
11125,0.4760000000000001
11126,0.4820000000000001
11127,0.4820000000000001
11128,0.48200000000000004
11129,0.48400000000000004
11130,0.47266666666666673
11131,0.468
11132,0.45933333333333337
11133,0.44000000000000006
11134,0.4413333333333334
11135,0.4413333333333334
11136,0.43800000000000006
11137,0.43800000000000006
11138,0.42599999999999993
11139,0.42599999999999993
11140,0.4193333333333333
11141,0.4193333333333333
11142,0.4266666666666667
11143,0.4253333333333334
11144,0.41600000000000004
11145,0.42333333333333345
11146,0.42333333333333345
11147,0.41866666666666674
11148,0.4093333333333335
11149,0.40866666666666673
11150,0.3973333333333333
11151,0.3973333333333333
11152,0.38266666666666665
11153,0.3806666666666667
11154,0.38866666666666666
11155,0.38866666666666666
11156,0.3876666666666667
11157,0.3876666666666667
11158,0.3898571428571429
11159,0.39319047619047615
11160,0.39319047619047615
11161,0.39652380952380945
11162,0.39652380952380945
11163,0.3965238095238095
11164,0.3978571428571429
11165,0.39452380952380955
11166,0.39385714285714285
11167,0.40419047619047616
11168,0.4008571428571429
11169,0.4008571428571429
11170,0.3968571428571429
11171,0.3895238095238096
11172,0.3908571428571429
11173,0.3908571428571429
11174,0.39485714285714296
11175,0.39552380952380956
11176,0.3961904761904762
11177,0.3961904761904762
11178,0.40085714285714297
11179,0.4028571428571429
11180,0.4028571428571429
11181,0.4028571428571429
11182,0.4081904761904762
11183,0.4081904761904762
11184,0.40419047619047627
11185,0.41188278388278393
11186,0.4192161172161171
11187,0.4132161172161172
11188,0.41454945054945047
11189,0.4138827838827839
11190,0.4065494505494505
11191,0.40588278388278404
11192,0.40588278388278404
11193,0.41321611721611723
11194,0.4185494505494505
11195,0.4218827838827839
11196,0.42521611721611713
11197,0.42521611721611713
11198,0.4232161172161172
11199,0.4172161172161173
11200,0.42321611721611724
11201,0.4218827838827839
11202,0.4152161172161173
11203,0.4152161172161173
11204,0.41854945054945053
11205,0.431882783882784
11206,0.431882783882784
11207,0.42854945054945054
11208,0.44188278388278385
11209,0.4512161172161172
11210,0.46054945054945057
11211,0.4625494505494505
11212,0.4625494505494505
11213,0.47788278388278393
11214,0.4852161172161173
11215,0.4852161172161173
11216,0.4838827838827839
11217,0.47921611721611723
11218,0.4792161172161172
11219,0.48835897435897435
11220,0.483025641025641
11221,0.483025641025641
11222,0.483025641025641
11223,0.48502564102564105
11224,0.47835897435897434
11225,0.47969230769230775
11226,0.47769230769230764
11227,0.4743589743589744
11228,0.4796923076923077
11229,0.4743589743589744
11230,0.4743589743589744
11231,0.4863589743589744
11232,0.4836923076923078
11233,0.47702564102564116
11234,0.4690256410256412
11235,0.47435897435897445
11236,0.47435897435897445
11237,0.47435897435897445
11238,0.47835897435897445
11239,0.47902564102564105
11240,0.47902564102564105
11241,0.4610256410256411
11242,0.45769230769230773
11243,0.459025641025641
11244,0.44933333333333336
11245,0.44933333333333336
11246,0.45266666666666666
11247,0.44733333333333336
11248,0.4513333333333334
11249,0.452
11250,0.45400000000000007
11251,0.4426666666666667
11252,0.4426666666666667
11253,0.4526666666666667
11254,0.45533333333333337
11255,0.45933333333333337
11256,0.4700000000000001
11257,0.4706666666666668
11258,0.4826666666666668
11259,0.47866666666666674
11260,0.4786666666666668
11261,0.47466666666666685
11262,0.46733333333333343
11263,0.4660000000000001
11264,0.4513333333333334
11265,0.45333333333333337
11266,0.45333333333333337
11267,0.4446666666666667
11268,0.4540000000000001
11269,0.45266666666666666
11270,0.4446666666666667
11271,0.42800000000000005
11272,0.42800000000000005
11273,0.4266666666666667
11274,0.424
11275,0.42200000000000004
11276,0.4220000000000001
11277,0.42800000000000005
11278,0.42800000000000005
11279,0.4220000000000001
11280,0.4266666666666668
11281,0.42466666666666664
11282,0.4246666666666667
11283,0.42266666666666663
11284,0.4146666666666667
11285,0.4113333333333334
11286,0.40866666666666673
11287,0.4073333333333333
11288,0.4106666666666666
11289,0.4013333333333334
11290,0.4013333333333334
11291,0.4053333333333334
11292,0.39333333333333337
11293,0.3880000000000001
11294,0.3873333333333334
11295,0.3873333333333334
11296,0.3880000000000001
11297,0.38600000000000007
11298,0.37866666666666665
11299,0.37866666666666676
11300,0.38533333333333336
11301,0.39399999999999996
11302,0.3993333333333334
11303,0.39
11304,0.39580952380952383
11305,0.4118095238095238
11306,0.41447619047619033
11307,0.41514285714285715
11308,0.41180952380952385
11309,0.4098095238095238
11310,0.42247619047619045
11311,0.42380952380952386
11312,0.41914285714285726
11313,0.42247619047619045
11314,0.42180952380952386
11315,0.42180952380952386
11316,0.42247619047619045
11317,0.42247619047619056
11318,0.42647619047619045
11319,0.42580952380952375
11320,0.4324761904761904
11321,0.4371428571428572
11322,0.4371428571428572
11323,0.4371428571428572
11324,0.42980952380952386
11325,0.43714285714285717
11326,0.4398095238095238
11327,0.4398095238095238
11328,0.44647619047619047
11329,0.44647619047619047
11330,0.4518095238095239
11331,0.4518095238095239
11332,0.4511428571428573
11333,0.4551428571428572
11334,0.45714285714285713
11335,0.46647619047619054
11336,0.4544761904761906
11337,0.45950183150183144
11338,0.45950183150183144
11339,0.45616849816849814
11340,0.45416849816849814
11341,0.45683516483516484
11342,0.4641684981684982
11343,0.4748351648351649
11344,0.4748351648351649
11345,0.47616849816849816
11346,0.4795018315018315
11347,0.4941684981684981
11348,0.4835018315018315
11349,0.4908351648351648
11350,0.4988351648351647
11351,0.5068351648351649
11352,0.5068351648351649
11353,0.5068351648351649
11354,0.5095018315018316
11355,0.5115018315018315
11356,0.5161684981684982
11357,0.508835164835165
11358,0.5061684981684982
11359,0.5115018315018315
11360,0.5048351648351649
11361,0.5075018315018316
11362,0.5016923076923077
11363,0.5023589743589744
11364,0.5023589743589744
11365,0.495025641025641
11366,0.5016923076923075
11367,0.5016923076923075
11368,0.49902564102564106
11369,0.48969230769230776
11370,0.4870256410256411
11371,0.4776923076923078
11372,0.47635897435897434
11373,0.48369230769230775
11374,0.4750256410256411
11375,0.485025641025641
11376,0.4836923076923077
11377,0.48969230769230765
11378,0.4983589743589743
11379,0.4983589743589743
11380,0.5023589743589743
11381,0.5023589743589743
11382,0.49769230769230766
11383,0.49702564102564106
11384,0.5076923076923077
11385,0.5123589743589744
11386,0.5063589743589744
11387,0.4983589743589744
11388,0.49035897435897446
11389,0.4903589743589744
11390,0.4963589743589744
11391,0.49902564102564106
11392,0.49902564102564106
11393,0.49435897435897436
11394,0.4856923076923077
11395,0.48354945054945053
11396,0.47888278388278394
11397,0.47821611721611723
11398,0.47888278388278394
11399,0.470882783882784
11400,0.4702161172161173
11401,0.46719047619047627
11402,0.4665238095238097
11403,0.46119047619047626
11404,0.44385714285714284
11405,0.44785714285714284
11406,0.44785714285714284
11407,0.4558571428571428
11408,0.46852380952380956
11409,0.45185714285714296
11410,0.45185714285714296
11411,0.4465238095238096
11412,0.44452380952380965
11413,0.4411904761904763
11414,0.44385714285714295
11415,0.4311904761904763
11416,0.4311904761904763
11417,0.4311904761904763
11418,0.431857142857143
11419,0.4418571428571429
11420,0.4418571428571429
11421,0.4425238095238096
11422,0.4405238095238095
11423,0.43852380952380954
11424,0.44852380952380955
11425,0.4511904761904762
11426,0.46119047619047626
11427,0.46119047619047626
11428,0.4518571428571429
11429,0.44785714285714284
11430,0.44785714285714284
11431,0.44119047619047613
11432,0.43719047619047624
11433,0.44385714285714284
11434,0.44385714285714284
11435,0.4411904761904763
11436,0.4411904761904763
11437,0.4385238095238096
11438,0.4365238095238096
11439,0.42919047619047623
11440,0.4071904761904762
11441,0.39985714285714286
11442,0.39985714285714286
11443,0.3978571428571429
11444,0.38319047619047625
11445,0.38319047619047625
11446,0.37519047619047624
11447,0.3711904761904763
11448,0.3791904761904762
11449,0.3938571428571428
11450,0.3938571428571428
11451,0.39319047619047615
11452,0.39452380952380955
11453,0.3818571428571429
11454,0.38319047619047625
11455,0.3806666666666667
11456,0.3806666666666667
11457,0.38933333333333336
11458,0.38666666666666677
11459,0.3953333333333333
11460,0.3993333333333333
11461,0.4006666666666667
11462,0.4006666666666667
11463,0.40533333333333327
11464,0.4146666666666667
11465,0.42133333333333334
11466,0.4100000000000001
11467,0.4113333333333334
11468,0.40666666666666673
11469,0.40666666666666673
11470,0.3906666666666667
11471,0.3940000000000001
11472,0.4033333333333334
11473,0.4060000000000001
11474,0.40533333333333343
11475,0.40533333333333343
11476,0.4033333333333334
11477,0.414
11478,0.414
11479,0.41666666666666663
11480,0.4193333333333334
11481,0.42466666666666664
11482,0.43133333333333335
11483,0.4286666666666666
11484,0.43066666666666664
11485,0.4206666666666667
11486,0.42200000000000004
11487,0.4206666666666667
11488,0.41200000000000003
11489,0.4206666666666667
11490,0.4286666666666667
11491,0.42733333333333334
11492,0.44133333333333336
11493,0.44133333333333336
11494,0.4453333333333333
11495,0.44000000000000006
11496,0.4420000000000001
11497,0.4420000000000001
11498,0.44933333333333336
11499,0.43999999999999995
11500,0.43266666666666664
11501,0.4320000000000001
11502,0.4286666666666668
11503,0.42800000000000005
11504,0.4313333333333334
11505,0.4393333333333333
11506,0.44666666666666666
11507,0.45266666666666666
11508,0.4633333333333334
11509,0.4561428571428572
11510,0.4561428571428572
11511,0.4508095238095239
11512,0.4428095238095239
11513,0.44880952380952377
11514,0.4488095238095239
11515,0.4488095238095239
11516,0.4501428571428571
11517,0.4414761904761905
11518,0.4461428571428571
11519,0.4321428571428571
11520,0.44147619047619047
11521,0.43480952380952387
11522,0.43480952380952387
11523,0.4321428571428572
11524,0.42014285714285726
11525,0.4301428571428572
11526,0.42414285714285715
11527,0.4314761904761905
11528,0.4308095238095239
11529,0.42814285714285716
11530,0.42814285714285716
11531,0.4301428571428572
11532,0.43747619047619046
11533,0.4361428571428573
11534,0.4361428571428573
11535,0.4414761904761905
11536,0.4414761904761905
11537,0.4414761904761905
11538,0.4448095238095238
11539,0.4494761904761905
11540,0.43414285714285716
11541,0.43414285714285716
11542,0.43414285714285716
11543,0.44147619047619047
11544,0.44880952380952377
11545,0.44280952380952376
11546,0.4561428571428572
11547,0.4648095238095239
11548,0.4648095238095239
11549,0.4628095238095238
11550,0.47147619047619044
11551,0.46080952380952384
11552,0.45480952380952383
11553,0.4521428571428572
11554,0.4514761904761905
11555,0.4474761904761905
11556,0.4474761904761905
11557,0.45680952380952383
11558,0.4521428571428572
11559,0.45280952380952383
11560,0.4654761904761905
11561,0.4834761904761905
11562,0.4834761904761905
11563,0.48680952380952386
11564,0.4921428571428571
11565,0.4921428571428571
11566,0.48890476190476184
11567,0.48423809523809525
11568,0.47957142857142865
11569,0.47957142857142865
11570,0.47690476190476194
11571,0.48276190476190484
11572,0.4867619047619048
11573,0.48342857142857143
11574,0.48876190476190473
11575,0.48476190476190484
11576,0.4920952380952381
11577,0.49476190476190474
11578,0.4980952380952381
11579,0.5000952380952381
11580,0.5054285714285714
11581,0.5034285714285714
11582,0.5027619047619047
11583,0.5107619047619048
11584,0.5147619047619049
11585,0.5147619047619049
11586,0.5147619047619049
11587,0.5147619047619049
11588,0.512095238095238
11589,0.5120952380952382
11590,0.5134285714285715
11591,0.5214285714285715
11592,0.5214285714285715
11593,0.5127619047619049
11594,0.5114285714285715
11595,0.5160952380952382
11596,0.5167619047619049
11597,0.5200952380952382
11598,0.5200952380952382
11599,0.5194285714285715
11600,0.5240952380952382
11601,0.5267619047619048
11602,0.5267619047619048
11603,0.5234285714285715
11604,0.5234285714285715
11605,0.5187619047619048
11606,0.5207619047619049
11607,0.5207619047619049
11608,0.5047619047619049
11609,0.5060952380952382
11610,0.49609523809523814
11611,0.48476190476190484
11612,0.4834285714285713
11613,0.4694285714285714
11614,0.4667619047619048
11615,0.4654285714285715
11616,0.4654285714285715
11617,0.46142857142857147
11618,0.47609523809523807
11619,0.47609523809523807
11620,0.4767619047619048
11621,0.4767619047619048
11622,0.47409523809523807
11623,0.4714285714285715
11624,0.4714285714285715
11625,0.4700952380952382
11626,0.4747619047619047
11627,0.4747619047619047
11628,0.47276190476190477
11629,0.45276190476190487
11630,0.4533333333333334
11631,0.4533333333333334
11632,0.45933333333333337
11633,0.4613333333333334
11634,0.4600000000000001
11635,0.4533333333333334
11636,0.44733333333333336
11637,0.44266666666666665
11638,0.44733333333333325
11639,0.44933333333333336
11640,0.45000000000000007
11641,0.45066666666666677
11642,0.4526666666666667
11643,0.45333333333333337
11644,0.4473333333333334
11645,0.4406666666666667
11646,0.43933333333333335
11647,0.43133333333333346
11648,0.44466666666666677
11649,0.44466666666666677
11650,0.44666666666666666
11651,0.4506666666666667
11652,0.4420952380952381
11653,0.4394285714285715
11654,0.44009523809523815
11655,0.43209523809523814
11656,0.43142857142857155
11657,0.43142857142857155
11658,0.43142857142857155
11659,0.4310695970695971
11660,0.43040293040293043
11661,0.4237362637362637
11662,0.4270695970695971
11663,0.4270695970695971
11664,0.423069597069597
11665,0.4124029304029304
11666,0.4084029304029304
11667,0.4084029304029304
11669,0.4137362637362637
11670,0.4124029304029304
11671,0.4217362637362638
11672,0.4250695970695971
11673,0.4237362637362638
11674,0.43106959706959713
11675,0.42773626373626383
11676,0.42640293040293054
11677,0.4237362637362639
11678,0.42906959706959713
11679,0.42906959706959713
11680,0.4355934065934067
11681,0.44159340659340657
11682,0.4482600732600733
11683,0.4322600732600733
11684,0.4322600732600733
11685,0.42826007326007326
11686,0.4295934065934066
11687,0.4275934065934066
11688,0.42359340659340666
11689,0.4095934065934067
11690,0.41092673992673995
11691,0.40692673992673994
11692,0.40692673992673994
11693,0.40159340659340664
11694,0.40159340659340664
11695,0.4115934065934066
11696,0.40559340659340665
11697,0.4082600732600734
11698,0.4055934065934067
11699,0.4055934065934067
11700,0.40626007326007335
11701,0.4095934065934067
11702,0.40892673992674006
11703,0.40626007326007335
11704,0.40492673992674
11705,0.4142600732600733
11706,0.4235934065934066
11707,0.43092673992673997
11708,0.43092673992673997
11709,0.43092673992673997
11710,0.43092673992673997
11711,0.41292673992674006
